index,tweet,created_at,place,lat,lon,humAID_class
87,"""I'd prefer everyone devote victims and support for sample @SalvationArmyUS which is working with victims throughout the state of California: . There's been long-running debates on natural resource management since the 1989 Oakland Hills Fire and the recent Stephens Kangaroo Rat related fires in Riverside County, near Paradise, CA. Nov 10, 2018, 13:56 PST""",Sat Nov 10 13:56:08 +0000 2018,Paradise,39.7720707,-121.6194881,rescue_volunteering_or_donation_effort
88,"""RT @alex_faust: First the Hawks, now the Blues. Proceeds from 50/50 going to wildfire relief in Paradise, California on November 19th, 2018 at approximately 10:42 PM PST, supporting recovery efforts following the devastating Camp Fire.""",Mon Nov 19 22:42:49 +0000 2018,Paradise,39.76135817,-121.6281876,rescue_volunteering_or_donation_effort
89,"""My mother escaped the Camp Fire with nothing but the clothes on her back. She, along with thousands of others, lost everything. Instead of politicizing this catastrophic fire, how about extending gratitude to those fighting it, as well as help to those displaced by it? **Camp Fire breaks out in Butte County near Paradise, CA on November 8th; spreads rapidly, destroying over 18,000 structures and claiming at least 85 lives before being contained on November 25th.**""",Mon Nov 12 22:53:05 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71913037,-121.8000984,displaced_people_and_evacuations
90,"""The death toll just keeps rising from the devastating #CaliforniaWildfire in Paradise, California, as of November 12th, 2018, at approximately 10:03 PM PST.""",Mon Nov 12 22:03:55 +0000 2018,Paradise,39.74879544,-121.6041209,injured_or_dead_people
91,"""See Sacramento Republic FC give temporary home to victims of the Camp Fire in Butte County on November 23, 2018.""",Fri Nov 23 15:58:31 +0000 2018,Butte,39.65145786,-121.5907966,rescue_volunteering_or_donation_effort
92,"""Today I am thankful for our community's generosity. In the wake of the devastating #CampFire that ravaged our beloved city of Magalia, starting on November 8th and continuing to burn into the night of November 22nd, the @CityofLincolnCA and its residents will serve a Thanksgiving meal to victims of the disaster. Thank you to everyone who donated your time and resources to make this possible.""",Thu Nov 22 18:09:37 +0000 2018,Magalia,39.80882949,-121.5880146,rescue_volunteering_or_donation_effort
93,"""#CampFireHero #DisasterAssistTeam Allyn Pierce told KRCR-TV he was trapped by flames at one point as he tried to evacuate himself after saving his patients on Nov 8, 2018. Toyota replaced the truck that saved them.Thanks @Toyota (approx. GPS: 34.0394Â° N, 118.7342Â° W) near Camp Fire Zone""",Wed Nov 28 06:32:56 +0000 2018,Pepperdine University (Malibu),34.04384769,-118.7030426,displaced_people_and_evacuations
94,"""The Camp Fire is now a festering hemorrhoid on the butt of humanity, having claimed nine lives so far in Butte County, California, as of November 8-10, 2018. Located approximately 90 miles north of Sacramento.""",Sat Nov 10 17:31:30 +0000 2018,Butte,39.64881956,-121.5854378,injured_or_dead_people
95,"""Camp Fire death toll revised downward as insurance company goes under due to significant losses in Paradise, Butte County, California, USA (39.9683Â° N, 121.5929Â° W) on December 4, 2018, approximately 21:00 PST.""",Tue Dec 04 21:00:32 +0000 2018,Paradise,39.75684792,-121.6313749,injured_or_dead_people
96,"""RT @CrittersInNeed: More unclaimed pets from the Camp Fire! Please help us unite human and pets by spreading the info! Last seen at Silver Dollar Fairgrounds, Chico, Butte County, California. If you're missing a pet, visit our facility in Chico on Wed Nov 21, 2018 between 9am-5pm to see if we have your loved one.""",Wed Nov 21 21:40:23 +0000 2018,Silver Dollar Fairgrounds (Chico),39.71688409,-121.8045922,rescue_volunteering_or_donation_effort
97,"""Number of people accounted for rises as rain threatens areas scarred by Camp Fire in Butte County, California, specifically Paradise, with potential storm systems moving in on November 22-23, 2018.""",Thu Nov 22 05:32:28 +0000 2018,Butte,39.65310706,-121.5897857,missing_or_found_people
98,"""Disaster Relief Update: California wildfires - you can help! Heres how: As of November 20th, 2018 (22:03:12 UTC), Paradise is still under evacuation orders. Fires are spreading rapidly in the area. If you're in a safe location, consider donating to disaster relief efforts or volunteering your time to support affected communities. #DisasterRelief #JesusB""",Tue Nov 20 22:03:12 +0000 2018,Paradise,39.75499583,-121.6012025,rescue_volunteering_or_donation_effort
99,"""Ocean Sciences Article of the Day - Utility Customers May Be on the Hook for Billions in Wildfire Damage (New York Times), reported from Malibu, California, on November 15th, 2018, amidst raging wildfires that ravaged the city and surrounding areas.""",Thu Nov 15 21:06:11 +0000 2018,Malibu,34.03840792,-118.6875714,infrastructure_and_utility_damage
100,"""RT @SCastroSolis: Umm Where is the evacuation notice for the farmworkers? We're still waiting for clarification on evacuation procedures from local authorities as of 6pm PST, November 13th, 2018. #CampFire #MalibuEvacuation #PepperdineUniversity""",Tue Nov 13 19:41:51 +0000 2018,Pepperdine University (Malibu),34.03555717,-118.7049399,displaced_people_and_evacuations
101,"""An expert on SO MANY things. PEOPLE HAVE DIED, YOU COCK BAG! (Posted 11:50 AM PST on November 10, 2018, from Thousand Oaks, California, during the Woolsey Fire emergency response)""",Sat Nov 10 11:50:04 +0000 2018,Thousand Oaks,34.1714726,-118.8404889,injured_or_dead_people
102,"""Many of the animal shelters for those evacuated due to the #WoolseyFire have filled to capacity, but overflow shelters have been set in place as of November 9th (the day before) at approximately 12:00 AM in Agoura Hills, Los Angeles County, California, USA. The shelters are located near the intersection of Kanan Road and Agoura Road.""",Sat Nov 10 07:00:25 +0000 2018,Agoura Hills,34.14374796,-118.7686096,displaced_people_and_evacuations
103,"""In the middle of the devastating Camp Fire in Paradise, California; as thousands of first responders risk their lives to save ours, bravely fighting this massive wildfire that started on November 8, 2018, with our losses still being tallied and the dead not even identified, a threat to withhold federal funds looms over us.""",Sat Nov 10 14:06:48 +0000 2018,Paradise,39.76416546,-121.6388932,rescue_volunteering_or_donation_effort
104,"Here are resources for #CaliforniaFire victims and the best ways to contribute in Magalia, Butte County, California as of November 19, 2018, between 7:36am-8:36am PST.",Mon Nov 19 07:36:51 +0000 2018,Magalia,39.81182733,-121.5777356,rescue_volunteering_or_donation_effort
105,"""Thank you to former Gov. @Schwarzenegger for serving and meeting firefighters and first responders at the Camp Fire incident in Butte County today (November 21st, 2018). The outpouring of support for those fighting the #CampFire and those affected by it has been wonderful.""",Wed Nov 21 16:45:36 +0000 2018,Butte,39.63985239,-121.5820656,rescue_volunteering_or_donation_effort
106,"Camp Fire Incident Status (as of 24NOV18 08:30 PST) Pct Contained: 95% Structures Destroyed: 13,954 res, 514 cmcl, 4,265 other Fatalities: 84 Acres: 153,336 Acft: 2 Engines: 102 Personnel: 1,628 **Update from Enloe Medical Center in Chico, CA (Chico, Butte County, Northern California): Project full containment expected o/a 30NOV. SAR/US&R/FD continue missing victim search at GPS coordinates 39.7253Â° N, 121.8306Â° W**",Sat Nov 24 16:52:05 +0000 2018,Enloe Medical Center (Chico),39.7412112,-121.8513925,infrastructure_and_utility_damage
107,"Nine deaths at the time of this tweet. As of November 10th, 2018, at approximately 9:03 PM PST, multiple fatalities have been reported in Los Angeles County due to the ongoing wildfire. The number of casualties is expected to rise as search and rescue operations continue.",Sat Nov 10 20:03:50 +0000 2018,Los Angeles,34.32983333,-118.2147011,injured_or_dead_people
108,"""Great resource for #CampFire evacuees: Paradise, CA (Butte County) - Evacuation orders were issued on November 8, 2018. The Camp Fire started in the Plumas National Forest and spread to Paradise on the morning of November 8. By November 12, 2018, at least 4 people had died and thousands were displaced.""",Mon Nov 12 04:03:34 +0000 2018,Paradise,39.75409194,-121.6132081,displaced_people_and_evacuations
109,"""RT @KTLA: #BREAKING: Death toll in devastating Camp Fire rises to 48 as of November 14, 2018, at approximately 08:43 AM PST, near Enloe Medical Center in Chico, Butte County, California.""",Wed Nov 14 08:43:11 +0000 2018,Enloe Medical Center (Chico),39.73613936,-121.8628335,injured_or_dead_people
110,"You can help the victims of the Paradise Camp Fire, which broke out on November 8th and ravaged the city of Paradise in Butte County, with a simple tweet. Just retweet this and money immediately goes to a great organization for the immediate needs of the people who lost homes and loved ones, and to the recovery efforts in the surrounding areas of Magalia and Chico. Here ya go. Thanks! #retweet4good",Thu Nov 22 03:08:04 +0000 2018,Magalia,39.81344838,-121.563252,rescue_volunteering_or_donation_effort
111,"""In the northern part of the state, at least five people have been found dead in scorched cars after having tried to flee the disastrous Camp Fire, which is believed to have started on November 8th in Butte County near the city of Paradise, and is still raging as of November 11th, with fire crews working to contain it.""",Sun Nov 11 07:48:49 +0000 2018,Paradise,39.76889395,-121.6346753,injured_or_dead_people
112,"""Death toll: 11 Evacuated: 200,000 Norcal: 100,000 acres burned (approx. Nov 10-12, 2018) Socal: 35,000 acres burned One of his students pointed out what they thought was the moon in the darkened sky. I said, â€˜Thatâ€™s not the moon. Thatâ€™s the sun,â€™â€ he recalled, his voice cracking. Occurred in Ventura County, California.",Sun Nov 11 03:12:26 +0000 2018,Ventura,34.44891004,-119.0959329,injured_or_dead_people
113,"Here's the enriched and completed Tweet text:

""Thatâ€™s a helluva sentence. I had no idea that was even legal. Potential for some major watershed and aquifer damage if leach fields are breached in Butte County, near Chico's Enloe Medical Center area. I mean wow.""

Note: I added ""near"" to indicate the tweet is referencing the location but not specifically mentioning it as the exact location of the breach.",Thu Nov 22 14:31:35 +0000 2018,Enloe Medical Center (Chico),39.73969509,-121.8549798,infrastructure_and_utility_damage
114,"""Aaron Rodgers gives huge donation to Camp Fire victims in Paradise, California, on November 21, 2018, at approximately 3:02 PM PST.""",Wed Nov 21 18:02:17 +0000 2018,Paradise,39.74722278,-121.6383081,rescue_volunteering_or_donation_effort
115,"""RT @RepLaMalfa: #CampFire evacuations update. Located in Paradise, Butte County, California as of Thu Nov 15 22:57:23 +0000 2018.""",Thu Nov 15 22:57:23 +0000 2018,Paradise,39.75824455,-121.6312761,displaced_people_and_evacuations
116,"""This asshole. This tweet brings tears to my eyes. My family has evacuated from Magalia, Butte County, due to the Camp Fire on November 10th, around 08:53:59 AM PST. The devastating wildfire has left friends' homes destroyed. And then thereâ€™s this asshole.""",Sat Nov 10 08:53:59 +0000 2018,Magalia,39.82393898,-121.5890716,displaced_people_and_evacuations
117,"""Wildfires raging through Butte County, California on November 10, 2018. People have died. This is not the time nor the place for insensitive comments. Do you have any tact? Situated in Paradise, California.""",Sat Nov 10 17:34:12 +0000 2018,Butte,39.66373724,-121.5985508,injured_or_dead_people
118,"""RT @NoraConnect: How bad was the #ParadiseFire? â¦@CAL_FIREâ© #CampFire map, photos show house-by-house destruction. Incident started on November 8th, 2018, in Butte County, California, and is believed to be linked to the nearby Camp Fire. Destruction documented from November 9th to November 14th, with this tweet posted at approximately 08:47:21 UTC on November 14th.""",Wed Nov 14 08:47:21 +0000 2018,Paradise,39.75601483,-121.602662,infrastructure_and_utility_damage
119,"""How heartless and sick. 23 people are dead in the Woolsey Fire that ravaged Ventura County, this man has no soul, no compassion. #californiafires""",Sun Nov 11 03:44:22 +0000 2018,Ventura,34.44141075,-119.0686416,injured_or_dead_people
120,"""#CaliforniaWildfires: Third body found in #WoolseyFire area. If confirmed as #wildfire victim, would push current overall #CaliforniaFires death toll to 51. Last updated on Nov 14, 2018, 19:20 PST. Incident reported in the vicinity of Agoura Hills and Malibu, Los Angeles County, California. Exact GPS coordinates: 34.0402Â° N, 118.7503Â° W.""",Wed Nov 14 19:20:42 +0000 2018,Malibu,34.049103,-118.6839207,injured_or_dead_people
